year,V_total,V_emissions,V_climate,V_internal,f_emissions,f_climate,f_internal,mean,p5,p50,p95
2077,6.667336801187787e-09,1.5960448322756473e-10,6.5074317283823025e-09,3.0058957791981053e-13,0.023938266205350715,0.9760166498898035,4.508390484582397e-05,0.0003915259771876865,0.0002760887145996094,0.00039267539978027344,0.0005168914794921875
2078,6.751447720027757e-09,1.6574492648919945e-10,6.585404568752128e-09,2.9822478642961037e-13,0.02454953861192278,0.9754062894121105,4.41719759667167e-05,0.00039091613557603623,0.0002741813659667969,0.00039196014404296875,0.0005173683166503906
2079,6.834462572736703e-09,1.719239097342198e-10,6.6622417098243866e-09,2.969531780965761e-13,0.0251554394957169,0.9748011111218428,4.344938244027402e-05,0.0003903316524293688,0.0002722740173339844,0.0003914833068847656,0.0005176067352294922
2080,6.916510107538821e-09,1.7821620551844375e-10,6.7379996431150685e-09,2.9425890530816437e-13,0.025766781620718316,0.9741906739600972,4.254441918438457e-05,0.0003897684084044562,0.0002705931663513184,0.0003910064697265625,0.0005180835723876953
2081,6.997522028869459e-09,1.8469113956278265e-10,6.812538122014785e-09,2.9276729189102035e-13,0.026393791802413503,0.9735643694880143,4.183870957221134e-05,0.0003892273704210917,0.00026869773864746094,0.0003902912139892578,0.000518798828125
2082,7.077744837324094e-09,1.911940311917914e-10,6.88625957413905e-09,2.912319932538262e-13,0.027013411133944856,0.9729454412971689,4.114756888635352e-05,0.00038870763116412695,0.00026702880859375,0.00039005279541015625,0.0005192756652832031
2083,7.157677042864795e-09,1.9781671967151664e-10,6.9595700549065056e-09,2.902682867729546e-13,0.02763699989352164,0.9723224466859992,4.055342047910803e-05,0.00038820964760250513,0.0002655982971191406,0.0003895759582519531,0.0005197525024414062
2084,7.237142711362073e-09,2.0455938939854417e-10,7.03229664112808e-09,2.866808354492946e-13,0.028265214264379883,0.971695173301973,3.961243364722036e-05,0.00038772926727930705,0.0002639293670654297,0.00038909912109375,0.0005204677581787109
2085,7.31629754241084e-09,2.1138538457526687e-10,7.104627049668046e-09,2.8510816752747884e-13,0.028892398559505813,0.9710686325267951,3.896891369914557e-05,0.0003872724109225803,0.0002624988555908203,0.0003886222839355469,0.0005211830139160156
2086,7.395394492759188e-09,2.1834432121567605e-10,7.176763295440392e-09,2.868761031196403e-13,0.029524364309362592,0.9704368445073678,3.87911832696038e-05,0.0003868309126959907,0.00026106834411621094,0.00038814544677734375,0.0005216598510742188
2087,7.47435615502813e-09,2.2532589244366682e-10,7.248742148031672e-09,2.881145527916723e-13,0.030146528713658655,0.9698149242132805,3.854707306098233e-05,0.0003864124682214525,0.00025963783264160156,0.0003876686096191406,0.0005223751068115234
2088,7.552909014140456e-09,2.3244657072058813e-10,7.320171540907913e-09,2.90902511955614e-13,0.03077576736134445,0.9691857173445602,3.851529409542604e-05,0.0003860092560450236,0.0002582073211669922,0.0003871917724609375,0.0005228519439697266
2089,7.631543728076914e-09,2.3959640790213355e-10,7.391656948727729e-09,2.9037144705162733e-13,0.031395536268847384,0.9685664148831872,3.804884796549525e-05,0.0003856240179803636,0.0002570152282714844,0.00038695335388183594,0.0005235671997070312
2090,7.70997452417177e-09,2.4680696963841334e-10,7.462872530347206e-09,2.95024186150975e-13,0.03201138588261757,0.9679503488565536,3.826526082881803e-05,0.000385256826877594,0.000255584716796875,0.0003864765167236328,0.0005245208740234375
2091,7.788934196393014e-09,2.540819379255239e-10,7.534557983246015e-09,2.9427522147468826e-13,0.03262088644209974,0.9673413323654989,3.778119240126133e-05,0.00038490821917851767,0.0002543926239013672,0.0003859996795654297,0.0005249977111816406
2092,7.867951361065309e-09,2.614811262407856e-10,7.60617541432729e-09,2.9482049723339027e-13,0.03323369886788185,0.9667288300696135,3.7471062504569426e-05,0.00038457190328174167,0.00025272369384765625,0.0003857612609863281,0.0005259513854980469
2093,7.947096416201104e-09,2.689401725350981e-10,7.677863564270882e-09,2.926793951229662e-13,0.03384131240522406,0.966121859125635,3.682846914079265e-05,0.00038425076670116847,0.00025153160095214844,0.000385284423828125,0.0005266666412353516
2094,8.025829496438597e-09,2.7677652949531503e-10,7.748763858156989e-09,2.891087862937838e-13,0.034485722580841344,0.9654782551255849,3.6022293573776225e-05,0.0003839410841464996,0.0002503395080566406,0.00038504600524902344,0.0005273818969726562
2095,8.105303600616221e-09,2.845755726019942e-10,7.820441143489861e-09,2.8688452436687823e-13,0.03510979805622072,0.9648548072764723,3.5394667307103374e-05,0.00038364544179704454,0.0002491474151611328,0.0003845691680908203,0.0005283355712890625
2096,8.184882026839968e-09,2.924667620611475e-10,7.892131661382909e-09,2.8360339591152383e-13,0.035732556816590245,0.9642327935213887,3.464966202097086e-05,0.000383364650938246,0.00024794340133667,0.00038433074951171875,0.0005288243293762197
2097,8.264722601222896e-09,3.005977931289101e-10,7.96384210313989e-09,2.827049540967515e-13,0.03637118964941811,0.9635946041264003,3.420622418167076e-05,0.00038309713866975574,0.0002467632293701172,0.0003838539123535156,0.0005297660827636719
2098,8.344811577869224e-09,3.0871279561248454e-10,8.035818331960009e-09,2.804502967305942e-13,0.03699457953385111,0.9629718127214907,3.3607744658292784e-05,0.0003828387823369768,0.0002457976341247559,0.00038361549377441406,0.0005307197570800781
2099,8.425351567632711e-09,3.17073666718135e-10,8.108000536610212e-09,2.7736430436359785e-13,0.037633286180747925,0.9623337936138295,3.2920205422541136e-05,0.00038259573115242854,0.0002446174621582031,0.00038313865661621094,0.0005316734313964844
2100,8.506311479704623e-09,3.255426276541286e-10,8.180493460554878e-09,2.753914956159585e-13,0.0382707156246097,0.9616969094151889,3.2374960201377595e-05,0.0003823628624280294,0.0002434253692626953,0.0003829002380371094,0.0005326271057128906
2101,8.58759112886267e-09,3.343001462715202e-10,8.253019349077114e-09,2.716335140357164e-13,0.0389282793341134,0.9610400897335379,3.16309323487425e-05,0.00038213972581757437,0.00024247169494628906,0.0003826618194580078,0.0005335807800292969
2102,8.669230970787733e-09,3.4299719423303836e-10,8.325966343137719e-09,2.6743341697544556e-13,0.03956489282484439,0.9604042586007114,3.0848574444100327e-05,0.00038192969229486253,0.00024127960205078125,0.00038242340087890625,0.0005342960357666016
2103,8.751686118136463e-09,3.519212740413217e-10,8.39949705948584e-09,2.6778460930169453e-13,0.04021182538894093,0.9597575765519323,3.0598059126772605e-05,0.0003817300134234958,0.000240325927734375,0.0003821849822998047,0.0005354881286621094
2104,8.834459508793516e-09,3.6100798379869567e-10,8.473185592007257e-09,2.6593298756509884e-13,0.040863618588025764,0.959106279628464,3.010178351040019e-05,0.000381540060043335,0.0002391338348388672,0.0003819465637207031,0.0005364418029785156
2105,8.9179355751787e-09,3.7016567000201384e-10,8.547506904098981e-09,2.6300107770617176e-13,0.041508000016539294,0.9584625087323199,2.949125114092357e-05,0.0003813623388608297,0.00023794174194335938,0.00038170814514160156,0.0005373954772949219
2106,9.001748081208247e-09,3.7950128878323825e-10,8.621982315260561e-09,2.644771644487193e-13,0.04215862134327805,0.9578119980117559,2.9380644966151978e-05,0.0003811940087212457,0.00023698806762695312,0.0003814697265625,0.0005381107330322266
2107,9.086044417754923e-09,3.889894029949242e-10,8.696788895847084e-09,2.6611891291428946e-13,0.04281174349476049,0.9571589677519956,2.9288753243850528e-05,0.0003810329404142168,0.00023603439331054688,0.00038123130798339844,0.0005393028259277344
2108,9.170885585296873e-09,3.9856198056322624e-10,8.772057203182621e-09,2.664015510247363e-13,0.043459486748173654,0.9565114646339423,2.9048617883952435e-05,0.00038088205456733706,0.0002350687980651856,0.0003809928894042969,0.0005400180816650391
2109,9.256968197408496e-09,4.081741653577019e-10,8.84853176177945e-09,2.622702713442438e-13,0.044093720174167926,0.9558779476261582,2.8332199673935015e-05,0.00038074303997887504,0.0002338886260986328,0.0003807544708251953,0.0005409717559814453
2110,9.343096587383243e-09,4.17837203246621e-10,8.924995655542103e-09,2.637285945183973e-13,0.04472149028308892,0.9552502826091153,2.8227107795774246e-05,0.00038061333033773636,0.00023293495178222656,0.00038051605224609375,0.0005421638488769531
2111,9.430155932194831e-09,4.2746536482837543e-10,9.002426722453461e-09,2.6384491299588107e-13,0.04532961786655044,0.9546424032840125,2.7978849437166435e-05,0.000380493508444892,0.0002319812774658203,0.00038051605224609375,0.0005431175231933594
2112,9.517494555024287e-09,4.3740229292523446e-10,9.079827168078242e-09,2.6509402080894956e-13,0.04595771401774323,0.9540144326413089,2.785334094769788e-05,0.0003803779052363502,0.00023102760314941406,0.0003802776336669922,0.0005440711975097656
2113,9.604725622611593e-09,4.4728175763050667e-10,9.157176999866719e-09,2.6686511436882573e-13,0.04656892608962291,0.9534032891380834,2.778477229381418e-05,0.00038027070628272164,0.0002300739288330078,0.0003800392150878906,0.0005450367927551259
2114,9.693525163224996e-09,4.5735205798211497e-10,9.235905388924631e-09,2.677163182498687e-13,0.04718119056596701,0.9527911913782956,2.761805573740323e-05,0.0003801723453733656,0.00022912025451660156,0.00037980079650878906,0.0005462169647216797
2115,9.781681794330971e-09,4.676528342637952e-10,9.313761442832474e-09,2.6751723470186773e-13,0.04780904184951366,0.9521636093529762,2.7348797510148903e-05,0.0003800793555047777,0.0002281665802001953,0.0003795623779296875,0.00054718255996704
2116,9.871031640510757e-09,4.779211206540511e-10,9.392841398374406e-09,2.6912148230082827e-13,0.04841653213759955,0.951556204097872,2.726376452855774e-05,0.00037999376985761854,0.00022721290588378906,0.00037932395935058594,0.0005483627319335938
2117,9.960833840207291e-09,4.881825635985734e-10,9.472384585972066e-09,2.666906366526001e-13,0.04901021053358059,0.9509630155395645,2.6773926855008168e-05,0.0003799185620413886,0.00022602081298828125,0.0003790855407714844,0.00054931640625
2118,1.0050859944444497e-08,4.985433363014512e-10,9.552051357276507e-09,2.652508665387692e-13,0.04960205783953995,0.9503715512975881,2.639086287192607e-05,0.0003798495199945238,0.00022482872009277344,0.0003790855407714844,0.0005505084991455078
2119,1.0141795488591553e-08,5.091036340087156e-10,9.632429944582977e-09,2.619099998608159e-13,0.05019857032035435,0.9497756048638962,2.5824815749384507e-05,0.00037978292173809476,0.0002238750457763672,0.0003788471221923828,0.0005517005920410156
2120,1.0232979702141734e-08,5.197020792629177e-10,9.713017143833076e-09,2.60479045740188e-13,0.05078697450696062,0.9491875706349899,2.545485804937837e-05,0.0003797286980681949,0.00022292137145996094,0.0003788471221923828,0.0005526542663574219
2121,1.0324759189991759e-08,5.303016666573074e-10,9.794200085937947e-09,2.5743739650318244e-13,0.05136213415721618,0.9486129318572286,2.4933985555104063e-05,0.00037967736853493584,0.00022220611572265625,0.00037860870361328125,0.0005536079406738281
2122,1.0417236255386066e-08,5.410389382450933e-10,9.87593902393522e-09,2.5829320575380885e-13,0.051936898135084314,0.9480383070729554,2.4794791960320806e-05,0.0003796346286932627,0.00022125244140625,0.0003783702850341797,0.0005545735359191884
2123,1.0509573759796709e-08,5.516341408877498e-10,9.95768703241403e-09,2.525864949297505e-13,0.05248872632665364,0.9474872397305146,2.4033942831820075e-05,0.00037960080636872186,0.0002205371856689453,0.0003782510757446289,0.0005557656288146962
2124,1.060248468721205e-08,5.625396107345217e-10,1.0039692958151312e-08,2.521183262160776e-13,0.05305733772131888,0.9469188831048692,2.3779173811980556e-05,0.00037956709331936307,0.00021982192993164062,0.0003781318664550781,0.00055694580078125
2125,1.0695590596318736e-08,5.734763540859904e-10,1.0121862324569061e-08,2.519176636842193e-13,0.05361801659492955,0.9463584299919685,2.3553413101930586e-05,0.00037953904271125795,0.00021886825561523438,0.0003781318664550781,0.0005581378936767578
2126,1.0789205880044758e-08,5.844945484749019e-10,1.0204456830425417e-08,2.545011444386478e-13,0.05417401011467928,0.9458024013888856,2.358849643506775e-05,0.00037951574391788907,0.0002181529998779297,0.00037789344787597656,0.0005591034889221181
2127,1.0883175546090133e-08,5.956544330838421e-10,1.0287268398876832e-08,2.5271412945821113e-13,0.054731675563005656,0.9452451038127943,2.3220624199983677e-05,0.0003794975115193261,0.000217437744140625,0.000377655029296875,0.0005602836608886719
2128,1.0977532344976658e-08,6.06833733685467e-10,1.0370446786557286e-08,2.51824733905121e-13,0.055279612449801195,0.9446974475372714,2.294001292743688e-05,0.00037948295639620886,0.00021648406982421875,0.000377655029296875,0.0005612373352050781
2129,1.1071981108861196e-08,6.181750785536951e-10,1.0453553876980476e-08,2.521533270249132e-13,0.055832381980759835,0.9441448440165982,2.2774002641957934e-05,0.0003794732391834259,0.00021576881408691406,0.0003775358200073242,0.0005624294281005859
2130,1.1167149683018918e-08,6.294556159671754e-10,1.0537443360238408e-08,2.5070681333419193e-13,0.05636672148528136,0.9436108281293965,2.2450385322176147e-05,0.0003794675916433334,0.0002148151397705078,0.000377655029296875,0.0005636215209960938
2131,1.1262723305475956e-08,6.406571003349467e-10,1.0621817721865901e-08,2.484832751082211e-13,0.05688296542129007,0.9430949721282378,2.2062450472116996e-05,0.0003794686678383086,0.00021409988403320312,0.00037741661071777344,0.0005645751953125
2132,1.1358731636985722e-08,6.51893307911279e-10,1.0706587667459522e-08,2.5066161492127835e-13,0.05739138213184096,0.9425865501212546,2.2067746904512367e-05,0.00037947540647453735,0.00021338462829589844,0.0003771781921386719,0.0005655407905578603
2133,1.1454550410418009e-08,6.632771548164803e-10,1.0791022070454772e-08,2.51185146756446e-13,0.05790512338338694,0.9420729477640823,2.1928852530780343e-05,0.000379479189713796,0.00021266937255859375,0.0003771781921386719,0.0005669593811035156
2134,1.155127061106944e-08,6.746795911708583e-10,1.0876340640823086e-08,2.503790754973225e-13,0.05840739204259669,0.9415709324998778,2.167545752563249e-05,0.0003794901536570655,0.00021195411682128906,0.0003771781921386719,0.0005679130554199219
2135,1.1647692594951613e-08,6.859591197457976e-10,1.0961483491007865e-08,2.4998419795102345e-13,0.05889227537161382,0.9410862625065185,2.14621218677571e-05,0.00037950640585687425,0.00021123886108398438,0.0003769397735595703,0.0005693435668945312
2136,1.1745417152999693e-08,6.975502973153699e-10,1.1047616899644917e-08,2.499560394055692e-13,0.05938914627116677,0.9405895725741369,2.128115469630061e-05,0.00037952197591463726,0.0002105236053466797,0.0003769397735595703,0.0005702972412109375
2137,1.184260155164581e-08,7.090845678961036e-10,1.11332646754191e-08,2.5230833060689944e-13,0.05987574307923579,0.9401029517768306,2.130514393366846e-05,0.0003795425792535146,0.000209808349609375,0.00037670135498046875,0.0005712509155273438
2138,1.1939960260720024e-08,7.204289585195353e-10,1.1219279684905588e-08,2.516172949008757e-13,0.060337634530459545,0.9396412919241176,2.107354542281385e-05,0.00037956786652406055,0.0002090930938720703,0.00037670135498046875,0.0005724430084228516
2139,1.2037012503469624e-08,7.320891482334114e-10,1.1304673357353735e-08,2.4999788247778597e-13,0.06081983781460636,0.9391593930882107,2.0769097183019875e-05,0.0003795940942234463,0.00020837783813476562,0.00037670135498046875,0.0005733966827392578
2140,1.2134901814169937e-08,7.435232199428106e-10,1.1391125295709164e-08,2.5329851796287696e-13,0.061271465672231296,0.9387076607746208,2.087355314792082e-05,0.0003796259429719713,0.00020766258239746094,0.00037670135498046875,0.0005743622779846181
2141,1.2232808855935566e-08,7.552644438860379e-10,1.1477290109429413e-08,2.5430262011409644e-13,0.06174088492517978,0.9382383265034373,2.0788571382827135e-05,0.00037965886957115597,0.00020694732666015625,0.00037670135498046875,0.0005755424499511719
2142,1.2331313812602964e-08,7.670276187105264e-10,1.1564032768825497e-08,2.534250669399358e-13,0.06220161374261692,0.9377778349138043,2.055134357872946e-05,0.00037969421678119236,0.00020623207092285156,0.00037670135498046875,0.0005764961242675781
2143,1.2429930697787693e-08,7.786394686036763e-10,1.165103304195933e-08,2.5818722468626585e-13,0.06264230167769642,0.9373369269092553,2.0771413048362255e-05,0.00037973582992951077,0.00020575523376464844,0.00037670135498046875,0.0005774497985839844
2144,1.252773700117364e-08,7.903265656577446e-10,1.1737156304347112e-08,2.5413116878359736e-13,0.06308613962631113,0.9368935748928586,2.028548083024009e-05,0.0003797783371475008,0.00020503997802734375,0.00037670135498046875,0.0005786418914794922
2145,1.262605496095474e-08,8.021910941487013e-10,1.182360997869386e-08,2.5388811217994705e-13,0.0635345796156777,0.9364453121151152,2.010826920721315e-05,0.0003798188923133744,0.00020456314086914062,0.0003764629364013672,0.000579833984375
2146,1.272508186998455e-08,8.138929224756294e-10,1.1910934032769397e-08,2.5491473952275496e-13,0.06395973957506787,0.9360202279613199,2.003246361220185e-05,0.0003798670553498798,0.0002039611339569092,0.0003764629364013672,0.0005807876586914062
2147,1.2823606973399814e-08,8.256771223994245e-10,1.1997677459945833e-08,2.523910545580453e-13,0.06438727606921657,0.9355930421785994,1.9681752184200867e-05,0.0003799177846974797,0.00020324587821960452,0.0003762245178222656,0.0005817413330078125
2148,1.2922034566406467e-08,8.374635827618805e-10,1.2084320915201267e-08,2.5006844331890685e-13,0.06480895701510057,0.935171690889683,1.935209521641523e-05,0.0003799679312441084,0.00020265579223632812,0.0003762245178222656,0.0005831718444824219
2149,1.3021468531169337e-08,8.4937224546797e-10,1.2171847589978914e-08,2.4869572245188885e-13,0.06522860639219283,0.9347522947080281,1.909889977897568e-05,0.000380023015042146,0.00020194053649902344,0.00037598609924316406,0.0005841255187988281
2150,1.3120242206799476e-08,8.613139656033902e-10,1.2258680381520914e-08,2.478596751711006e-13,0.0656477183902154,0.934333390215002,1.8891394782532978e-05,0.0003800757477680842,0.00020122528076171875,0.00037598609924316406,0.0005850791931152344
2151,1.321895465444699e-08,8.732168434511268e-10,1.234549128309489e-08,2.4652790097400584e-13,0.0660579347064609,0.9339234157174253,1.864957611387761e-05,0.00038013301458623673,0.0002007365226745606,0.0003757476806640625,0.0005860328674316406
2152,1.3317930107086329e-08,8.851526292014306e-10,1.2432530356886336e-08,2.4712099856150917e-13,0.06646322830080406,0.9335182161881987,1.8555510997164546e-05,0.0003801924528347121,0.00019979476928710938,0.0003757476806640625,0.0005869865417480469
2153,1.3416858521766409e-08,8.97111737644766e-10,1.251949877237059e-08,2.4801175105385165e-13,0.0668645149823534,0.9331169999340743,1.8485083572394966e-05,0.0003802538083659278,0.00019931793212890625,0.0003757476806640625,0.0005879521369934072
2154,1.3515741968731662e-08,9.090353637854494e-10,1.2606461283125742e-08,2.4532182047104706e-13,0.0672575257716876,0.9327243234067714,1.8150821541177176e-05,0.00038031566970878175,0.00019860267639160156,0.0003757476806640625,0.0005893707275390625
2155,1.361443193663877e-08,9.210145261181124e-10,1.2693172081002641e-08,2.4532951801735113e-13,0.06764986819901787,0.9323321119879515,1.801981303069483e-05,0.0003803787165217929,0.00019788742065429688,0.0003757476806640625,0.0005903244018554688
2156,1.3712992112353674e-08,9.328583886619928e-10,1.2779889468507701e-08,2.4425518397998143e-13,0.06802734086178065,0.9319548471842725,1.7811953946939002e-05,0.00038044574360052743,0.00019741058349609375,0.00037550926208496094,0.000591278076171875
2157,1.3811370930757544e-08,9.446645467160987e-10,1.2866463266463421e-08,2.4311757802404296e-13,0.06839759437727913,0.9315848029112128,1.760271150799569e-05,0.000380512838355369,0.00019693374633789062,0.00037550926208496094,0.0005922317504882812
2158,1.3909580015898425e-08,9.568181865446834e-10,1.295251692194252e-08,2.4490741122338873e-13,0.06878843109936142,0.9311939617974089,1.7607103229821714e-05,0.00038057617015308805,0.00019621849060058594,0.0003757476806640625,0.0005931854248046875
2159,1.4008350089191877e-08,9.68763320643711e-10,1.3039341072064431e-08,2.456964837344241e-13,0.06915613291183799,0.9308263278003679,1.7539287794070113e-05,0.0003806468860970603,0.00019550323486328125,0.0003757476806640625,0.0005941390991210938
2160,1.4106610264475342e-08,9.804807044881212e-10,1.3125886620565556e-08,2.42939421666064e-13,0.06950505373762714,0.9304777245899009,1.7221672472079137e-05,0.0003807175333301226,0.00019502639770507812,0.0003757476806640625,0.0005953311920166016
2161,1.4204648084520719e-08,9.9231962411819e-10,1.321208331513219e-08,2.45145270338509e-13,0.06985879679761682,0.9301239451000437,1.7258102339448452e-05,0.0003807893229855431,0.000194549560546875,0.0003757476806640625,0.0005965232849121094
2162,1.4301966464858863e-08,1.003960275984487e-09,1.3297760880031178e-08,2.453088431974705e-13,0.07019735911500716,0.9297854887791057,1.7152105886992182e-05,0.0003808614272210333,0.00019407272338867188,0.0003757476806640625,0.0005974769592285156
2163,1.4400247014184183e-08,1.0157183934736448e-09,1.3384286074499029e-08,2.4254621151027016e-13,0.07053478960973145,0.9294483671922824,1.684319798621254e-05,0.0003809348158538341,0.00019359588623046875,0.0003757476806640625,0.0005984306335449219
2164,1.4497336105456699e-08,1.027353261086502e-09,1.346973678742583e-08,2.4605694436696013e-13,0.07086496813023553,0.9291180593071794,1.6972562585090787e-05,0.0003810107202993499,0.00019311904907226562,0.0003757476806640625,0.0005993843078613281
2165,1.4594675209979841e-08,1.0387676938204292e-09,1.3555666384131488e-08,2.411320279252199e-13,0.07117443032306191,0.9288090477588786,1.652191805956283e-05,0.0003810888354976972,0.00019240379333496094,0.0003757476806640625,0.00060058832168579
2166,1.4692457865169387e-08,1.0504800412647828e-09,1.3641736776508568e-08,2.410473960352463e-13,0.07149791075835574,0.9284856830420657,1.6406199578539156e-05,0.0003811679176158375,0.00019216537475585938,0.0003757476806640625,0.0006017684936523438
2167,1.4788847186191075e-08,1.0618789592824994e-09,1.3726725053262746e-08,2.431736458287629e-13,0.07180268657275851,0.9281808703845372,1.6443042704222653e-05,0.00038124534487724303,0.00019167661666870124,0.0003757476806640625,0.00060272216796875
2168,1.4885742375035374e-08,1.0733786823954323e-09,1.3812122366512136e-08,2.4132612780542155e-13,0.07210783683826058,0.9278759512643597,1.6211897379746776e-05,0.00038132431192530524,0.00019121170043945312,0.0003757476806640625,0.0006036758422851562
2169,1.4982242848354344e-08,1.0845111694570093e-09,1.3897488535866932e-08,2.4314303040087456e-13,0.07238643642571396,0.927597334827171,1.622874711496093e-05,0.00038140459855397544,0.00019073486328125,0.0003757476806640625,0.0006046295166015625
2170,1.5078542494119534e-08,1.0958499406548523e-09,1.3982448407216196e-08,2.441462484856115e-13,0.07267611846982039,0.9273076898957043,1.619163447533645e-05,0.00038148578049408064,0.00019024610519409186,0.0003757476806640625,0.0006055831909179688
2171,1.5174350515787356e-08,1.1070518005229839e-09,1.406705599664756e-08,2.4271861681018307e-13,0.07295546516941269,0.9270285395089715,1.5995321615752796e-05,0.0003815660406317976,0.00018978118896484375,0.0003757476806640625,0.0006067872047424306
2172,1.527025817987576e-08,1.1179683698593805e-09,1.415204804379909e-08,2.417662172890523e-13,0.0732121459041681,0.9267720216053499,1.5832490481900897e-05,0.00038164676896606885,0.00018930435180664062,0.0003757476806640625,0.0006077289581298828
2173,1.5365420890203454e-08,1.1287482066116535e-09,1.4236431076265062e-08,2.416073267378732e-13,0.07346028557742343,0.926523990328296,1.57240942805488e-05,0.0003817310929298401,0.0001888275146484375,0.0003757476806640625,0.0006089210510253906
2174,1.5460066541025227e-08,1.139357870997422e-09,1.432046736358561e-08,2.4130644219554035e-13,0.07369682840458629,0.9262875632251939,1.5608370219830775e-05,0.0003818174893967807,0.00018835067749023438,0.0003757476806640625,0.0006098747253417969
2175,1.555503997036051e-08,1.1502867413687512e-09,1.440451286596598e-08,2.403630257793076e-13,0.07394945583943052,0.9260350917396026,1.5452420966921943e-05,0.0003819014297591315,0.00018787384033203125,0.0003757476806640625,0.0006105899810791016
2176,1.5649966737585643e-08,1.1610113556741845e-09,1.4488713353750571e-08,2.4202816088729445e-13,0.07418618679142934,0.9257983481174976,1.546509107307104e-05,0.00038198910860551727,0.0001876354217529297,0.0003757476806640625,0.0006115436553955078
2177,1.5743789175248663e-08,1.1715600293444163e-09,1.4571985100344253e-08,2.440455599951443e-13,0.07441410808436542,0.9255703908467828,1.550106885188837e-05,0.0003820742242452171,0.00018739700317382812,0.0003757476806640625,0.0006127357482910156
2178,1.583726710353422e-08,1.1821097302891215e-09,1.4654913449101066e-08,2.439241440327264e-13,0.07464101745340418,0.9253435806377666,1.5401908829225507e-05,0.00038216049063743816,0.000186920166015625,0.0003757476806640625,0.0006136894226074219
2179,1.5930086566113966e-08,1.1924988116168439e-09,1.4737344708103853e-08,2.430463932687431e-13,0.07485827567023358,0.9251264672630668,1.525706669954604e-05,0.0003822487510689017,0.00018644332885742188,0.0003758668899536133,0.0006146430969238281
2180,1.6023363106052476e-08,1.2025175062434854e-09,1.4820603154307044e-08,2.4244550194612527e-13,0.07504775984195607,0.9249371094080047,1.513075003926902e-05,0.0003823372965885533,0.00018596649169921875,0.0003758072853088379,0.0006153702735900868
2181,1.6114611957606002e-08,1.2125318489652555e-09,1.490183663500649e-08,2.434736342579222e-13,0.07524424740447737,0.92474064372198,1.5108873542747896e-05,0.0003824231976436244,0.0001857280731201172,0.00037598609924316406,0.0006163120269775391
2182,1.6206930840012363e-08,1.222532067669382e-09,1.4984157636110084e-08,2.4113623289492545e-13,0.07543267011735144,0.9245524512955011,1.4878587147394867e-05,0.0003825130266033941,0.00018548965454101562,0.00037598609924316406,0.0006175041198730469
2183,1.6297672993105555e-08,1.2323865829456627e-09,1.506504567090079e-08,2.407392591039592e-13,0.07561733404928435,0.9243678945622357,1.4771388480171353e-05,0.0003826021995757603,0.0001850128173828125,0.00037598609924316406,0.0006180047988891581
2184,1.6388180133678742e-08,1.2422341572286024e-09,1.514570614275827e-08,2.3983369187235344e-13,0.07580061648674052,0.9241847489601905,1.4634553069103757e-05,0.0003826884717370073,0.00018477439880371094,0.0003757476806640625,0.0006189465522766103
2185,1.6478444656787464e-08,1.2516392461333738e-09,1.5226562673651653e-08,2.427370024375656e-13,0.07595615194288523,0.9240291174798368,1.4730577277970367e-05,0.00038277789877934587,0.0001844108104705811,0.0003757476806640625,0.0006203651428222656
2186,1.6568244268484918e-08,1.261331948591509e-09,1.5306671410321282e-08,2.4090957212658174e-13,0.07612948772071981,0.9238559718386503,1.4540440629839391e-05,0.00038286705853210555,0.00018405914306640625,0.0003757476806640625,0.0006213188171386719
2187,1.665776131881101e-08,1.270844066365764e-09,1.538667661604555e-08,2.4063639969540413e-13,0.07629140807358342,0.9236941460236875,1.4445902729057721e-05,0.000382957028845946,0.0001838207244873047,0.0003757476806640625,0.0006222724914550781
2188,1.6746545015047982e-08,1.27993029984751e-09,1.5466373595485742e-08,2.4111971472948906e-13,0.07642951418918947,0.9235560876340814,1.439817672915969e-05,0.00038304969751172595,0.00018334388732910156,0.0003757476806640625,0.0006232261657714844
2189,1.6835077041318945e-08,1.2891972559116564e-09,1.5545639085519285e-08,2.4069988800466414e-13,0.07657804313859286,0.9234076593391913,1.4297522215901099e-05,0.0003831422126127614,0.000183093547821045,0.0003757476806640625,0.0006237030029296875
2190,1.692310730505528e-08,1.2984011366422118e-09,1.562446403822217e-08,2.4213019089724946e-13,0.07672356578713843,0.9232621265454496,1.4307667411936825e-05,0.00038323541171848775,0.00018262863159179688,0.0003757476806640625,0.0006248950958251953
2191,1.7010179768456687e-08,1.3076342499160106e-09,1.570230615055113e-08,2.393679895499693e-13,0.0768736290689214,0.9231122988875843,1.4072043494440204e-05,0.00038332786897404326,0.0001823902130126953,0.0003757476806640625,0.0006256103515625
2192,1.7097673005071683e-08,1.3169537858384273e-09,1.5780479612878303e-08,2.3960635495537964e-13,0.07702532300435148,0.9229606630210637,1.4013974584980378e-05,0.0003834191829017881,0.0001819133758544922,0.0003757476806640625,0.0006265640258789062
2193,1.7184255632380616e-08,1.3257601733667282e-09,1.585825454265941e-08,2.409163544777542e-13,0.07714970038437821,0.9228362800177043,1.4019597917514156e-05,0.00038351304927426906,0.00018167495727539062,0.0003757476806640625,0.0006275177001953125
2194,1.7269605213633334e-08,1.3345800016421652e-09,1.5934785517341623e-08,2.3969464954531877e-13,0.07727912625290317,0.9227069941796961,1.3879567400654532e-05,0.00038360973064684205,0.00018143653869628906,0.00037550926208496094,0.0006284713745117188
